County,gas_prod,longitude,latitude,depth,elevation,well,status,field,geology
Chautauqua,8243.0,-79.30677,42.2041,3917.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,3740.0,-79.57249,42.20285,3730.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,4104.0,-79.65022,42.18885,3648.0,1505.0,gas development,active,Lakeshore,Medina
Chautauqua,6021.0,-79.55325,42.21265,3795.0,1655.0,gas development,active,Lakeshore,Medina
Chautauqua,4486.0,-79.35612,42.42821,2331.0,760.0,gas development,active,Lakeshore,Medina
Chautauqua,6755.0,-79.47115,42.19007,3620.0,1350.0,gas development,active,Lakeshore,Medina
Chautauqua,14981.0,-79.50334,42.21951,3636.0,1480.0,gas development,active,Lakeshore,Medina
Chautauqua,3355.0,-79.52477,42.0723,4537.0,1800.0,gas development,active,Lakeshore,Medina
Chautauqua,8882.0,-79.47148,42.1824,3671.0,1390.0,gas development,active,Lakeshore,Medina
Chautauqua,24748.0,-79.60178,42.23555,3672.0,1378.360824742268,gas development,active,Lakeshore,Medina
Chautauqua,19540.0,-79.6331,42.31169,2450.0,645.0,gas development,active,Lakeshore,Medina
Chautauqua,9496.0,-79.633648,42.316151,2420.0,620.0,gas development,active,Lakeshore,Medina
Chautauqua,20207.0,-79.638499,42.313796,2425.0,628.0,gas development,active,Lakeshore,Medina
Chautauqua,4793.0,-79.46351,42.19405,3640.0,1350.0,gas development,active,Lakeshore,Medina
Chautauqua,30575.0,-79.22658,42.20523,4200.0,1598.0,gas development,active,Lakeshore,Medina
Chautauqua,17595.0,-79.23372,42.20213,3975.0,1555.0,gas development,active,Lakeshore,Medina
Chautauqua,16129.0,-79.51741,42.22214,3635.0,1475.0,gas development,active,Lakeshore,Medina
Chautauqua,6959.0,-79.726331,42.142932,3724.0,1240.0,gas development,active,Lakeshore,Medina
Chautauqua,5812.0,-79.715269,42.144739,3748.0,1516.1326530612246,gas development,active,Lakeshore,Medina
Chautauqua,7907.0,-79.2848,42.29141,3612.0,1583.6025641025642,gas development,active,Lakeshore,Medina
Chautauqua,17082.0,-79.52367,42.22012,3708.0,1545.0,gas development,active,Lakeshore,Medina
Chautauqua,14658.0,-79.63024,42.15369,3904.0,1581.6054421768708,gas development,active,Lakeshore,Medina
Chautauqua,14502.0,-79.3367,42.40602,2760.0,1085.888392857143,gas development,inactive,Lakeshore,Medina
Chautauqua,3993.0,-79.51327,42.21305,3812.0,1630.0,gas development,active,Lakeshore,Medina
Chautauqua,10625.0,-79.51883,42.21541,3756.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,20226.0,-79.2261,42.19959,4016.0,1569.0,gas development,active,Lakeshore,Medina
Chautauqua,2684.0,-79.52856,42.21111,3820.0,1640.0,gas development,active,Lakeshore,Medina
Chautauqua,19693.0,-79.69446,42.2622,2750.0,900.0,gas development,active,Lakeshore,Medina
Chautauqua,30324.0,-79.61135,42.251686,3520.0,1321.6775956284152,gas development,active,Lakeshore,Medina
Chautauqua,7539.0,-79.38918,42.0667,4139.0,1355.0,gas development,active,Lakeshore,Medina
Chautauqua,27931.0,-79.623384,42.32068,2415.0,630.0,gas development,active,Lakeshore,Medina
Chautauqua,21247.0,-79.1668,42.36703,3330.0,1380.0,gas development,inactive,Lakeshore,Medina
Chautauqua,7537.0,-79.51167,42.21963,3637.0,1480.0,gas development,active,Lakeshore,Medina
Chautauqua,24174.0,-79.34363,42.17126,4265.0,1757.0,gas development,active,Lakeshore,Medina
Chautauqua,20660.0,-79.51333,42.17429,3846.0,1555.0,gas development,active,Lakeshore,Medina
Chautauqua,20764.0,-79.50927,42.17825,3872.0,1600.0,gas development,active,Lakeshore,Medina
Chautauqua,11787.0,-79.28526,42.13213,4177.0,1545.0,gas development,inactive,Lakeshore,Medina
Chautauqua,4678.0,-79.29233,42.13203,3900.0,1395.0,gas development,active,Lakeshore,Medina
Chautauqua,7708.0,-79.19371,42.41954,2966.0,1282.0,gas development,active,Lakeshore,Medina
Chautauqua,13162.0,-79.19564,42.4148,2996.0,1290.0,gas development,active,Lakeshore,Medina
Chautauqua,23122.0,-79.52003,42.19262,3667.0,1430.0,gas development,active,Lakeshore,Medina
Chautauqua,15115.0,-79.51318,42.19271,3700.0,1420.0,gas development,active,Lakeshore,Medina
Chautauqua,3219.0,-79.66156,42.02272,4225.0,1520.0,gas development,active,Lakeshore,Medina
Chautauqua,3556.0,-79.39517,42.22574,3896.0,1640.0,gas development,active,Lakeshore,Medina
Chautauqua,17371.0,-79.57173,42.17866,3836.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,2371.0,-79.65782,42.00488,4466.0,1715.0,gas development,active,Lakeshore,Medina
Chautauqua,6625.0,-79.637202,42.010342,4252.0,1480.0,gas development,active,Lakeshore,Medina
Chautauqua,26102.0,-79.568,42.18669,3900.0,1675.0,gas development,active,Lakeshore,Medina
Chautauqua,2241.0,-79.66364,42.00225,4480.0,1690.0,gas development,active,Lakeshore,Medina
Chautauqua,19279.0,-79.40537,42.23423,3808.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,15826.0,-79.63417,42.01491,4215.0,1465.0,gas development,active,Lakeshore,Medina
Chautauqua,9314.0,-79.65065,42.03111,4183.0,1490.0,gas development,active,Lakeshore,Medina
Chautauqua,16239.0,-79.09054,42.08472,4647.0,1520.0,gas development,active,Lakeshore,Medina
Chautauqua,11187.0,-79.11408,42.05658,4912.0,1730.0,gas development,active,Lakeshore,Medina
Chautauqua,29269.0,-79.28563,42.07853,4451.0,1970.0,gas development,active,Lakeshore,Grimsby
Chautauqua,11104.0,-79.5443,42.19252,3874.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,14098.0,-79.5509,42.19161,3850.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,13674.0,-79.54613,42.18694,3894.0,1670.0,gas development,active,Lakeshore,Medina
Chautauqua,20085.0,-79.55298,42.18675,3997.0,1740.0,gas development,active,Lakeshore,Medina
Chautauqua,30562.0,-79.54922,42.18239,3912.0,1680.0,gas development,active,Lakeshore,Medina
Chautauqua,15940.0,-79.098834,42.031911,4968.0,1710.0,gas development,active,Lakeshore,Medina
Chautauqua,24010.0,-79.18101,42.09976,4230.0,1360.0,gas development,active,Lakeshore,Medina
Chautauqua,7344.0,-79.65775,42.03141,4243.0,1505.0,gas development,active,Lakeshore,Medina
Chautauqua,12245.0,-79.18755,42.40707,3125.0,1428.0,gas development,active,Lakeshore,Medina
Chautauqua,30822.0,-79.13225,42.33364,4005.0,1805.0,gas development,active,Lakeshore,Medina
Chautauqua,3426.0,-79.66836,42.02987,4146.0,1465.0,gas development,active,Lakeshore,Medina
Chautauqua,5975.0,-79.66825,42.02338,4240.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,3596.0,-79.64294,42.014,4246.0,1495.0,gas development,active,Lakeshore,Medina
Chautauqua,2793.0,-79.6644,42.03383,4183.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,27458.0,-79.41792,42.23011,3786.0,1580.0,gas development,active,Lakeshore,Medina
Chautauqua,15252.0,-79.19396,42.40902,3116.0,1385.0,gas development,active,Lakeshore,Medina
Chautauqua,9056.0,-79.49419,42.21002,3710.0,1480.0,gas development,active,Lakeshore,Medina
Chautauqua,27065.0,-79.52346,42.18804,3749.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,12042.0,-79.1806,42.42062,3175.0,1477.0,gas development,active,Lakeshore,Medina
Chautauqua,11284.0,-79.1885,42.43336,2913.0,1268.0,gas development,active,Lakeshore,Medina
Chautauqua,21296.0,-79.24974,42.27899,3602.0,1490.0,gas development,active,Lakeshore,Medina
Chautauqua,24395.0,-79.28568,42.06893,4489.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,28398.0,-79.22606,42.0519,4282.0,1275.0,gas development,active,Lakeshore,Medina
Chautauqua,27222.0,-79.49417,42.19889,3812.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,3351.0,-79.29909,42.06983,4527.0,1640.0,gas development,active,Lakeshore,Medina
Chautauqua,10759.0,-79.48095,42.20336,3756.0,1540.0,gas development,active,Lakeshore,Medina
Chautauqua,22114.0,-79.49007,42.20333,3705.0,1470.0,gas development,active,Lakeshore,Medina
Chautauqua,22592.0,-79.57451,42.21334,3739.0,1640.0,gas development,active,Lakeshore,Medina
Chautauqua,25152.0,-79.3622,42.15768,4075.0,1580.0,oil development,active,Ellery,Bass Island
Chautauqua,30323.0,-79.63513,42.17774,3860.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,21976.0,-79.55809,42.17518,3978.0,1710.0,gas development,active,Lakeshore,Medina
Chautauqua,22490.0,-79.50901,42.1868,3719.0,1500.0,gas development,active,Lakeshore,Medina
Chautauqua,9771.0,-79.48795,42.19714,3770.0,1505.0,gas development,active,Lakeshore,Medina
Chautauqua,13020.0,-79.18805,42.42214,3013.0,1315.0,gas development,active,Lakeshore,Medina
Chautauqua,24847.0,-79.23023,42.05864,4352.0,1380.0,gas development,active,Lakeshore,Grimsby
Chautauqua,15394.0,-79.21607,42.3829,3596.0,1785.0,gas development,active,Lakeshore,Medina
Chautauqua,9632.0,-79.218972,42.387982,3568.0,1733.0,gas development,active,Lakeshore,Medina
Chautauqua,16253.0,-79.18922,42.36089,3474.0,1580.0,gas development,shut in,Lakeshore,Medina
Chautauqua,6796.0,-79.1803,42.42597,3074.0,1397.0,gas development,active,Lakeshore,Medina
Chautauqua,4085.0,-79.56482,42.18193,3900.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,30233.0,-79.23946,42.13921,4191.0,1540.0,gas development,active,Lakeshore,Medina
Chautauqua,25337.0,-79.62626,42.00696,4215.0,1445.0,gas development,active,Lakeshore,Medina
Chautauqua,28618.0,-79.29199,42.06923,4536.0,1040.0,gas development,active,Lakeshore,Medina
Chautauqua,14027.0,-79.18068,42.43124,2992.0,1304.0,gas development,active,Lakeshore,Medina
Chautauqua,4425.0,-79.18723,42.42806,2992.0,1332.0,gas development,active,Lakeshore,Medina
Chautauqua,11809.0,-79.52896,42.18234,3775.0,1565.0,gas development,active,Lakeshore,Medina
Chautauqua,6244.0,-79.53249,42.21496,3837.0,1537.484662576687,gas development,active,Lakeshore,Medina
Chautauqua,13583.0,-79.19395,42.43067,2845.0,1220.0,gas development,active,Lakeshore,Medina
Chautauqua,10080.0,-79.35032,42.05722,4413.0,1580.0,gas development,active,Lakeshore,Medina
Chautauqua,26160.0,-79.4474,42.04053,4460.0,1700.0,gas development,active,Lakeshore,Medina
Chautauqua,10053.0,-79.63405,42.20856,3724.0,1458.3734939759036,gas development,active,Lakeshore,Medina
Chautauqua,19191.0,-79.52313,42.16707,3983.0,1571.222857142857,gas development,active,Lakeshore,Medina
Chautauqua,20495.0,-79.69216,42.28079,2515.0,698.0,gas development,active,Lakeshore,Medina
Chautauqua,17363.0,-79.29539,42.34087,3450.0,1424.4202898550725,gas development,active,Lakeshore,Medina
Chautauqua,16788.0,-79.760332,42.234665,2815.0,853.0,gas development,active,Lakeshore,Medina
Chautauqua,8269.0,-79.755445,42.237861,2775.0,838.0,gas development,active,Lakeshore,Medina
Chautauqua,16074.0,-79.725304,42.249897,2750.0,855.0,gas development,active,Lakeshore,Medina
Chautauqua,21509.0,-79.730336,42.256907,2630.0,760.0,gas development,active,Lakeshore,Medina
Chautauqua,20639.0,-79.65447,42.29858,2475.0,710.0,gas development,active,Lakeshore,Medina
Chautauqua,7063.0,-79.276,42.29185,3707.0,1597.0905172413793,gas development,active,Lakeshore,Medina
Chautauqua,6918.0,-79.33044,42.42445,2416.0,820.0,gas development,active,Lakeshore,Medina
Chautauqua,4748.0,-79.439037,42.383352,2446.0,775.0,gas development,active,Lakeshore,Medina
Chautauqua,6680.0,-79.348654,42.433718,2294.0,765.0,gas development,active,Lakeshore,Medina
Chautauqua,7624.0,-79.47371,42.04756,4296.0,1537.0,gas development,active,Lakeshore,Medina
Chautauqua,19884.0,-79.45406,42.06221,4186.0,1552.0,gas development,inactive,Lakeshore,Medina
Chautauqua,24287.0,-79.74014,42.26216,2540.0,675.0,gas development,active,Lakeshore,Medina
Chautauqua,18790.0,-79.735939,42.258911,2581.0,700.0,gas development,active,Lakeshore,Medina
Chautauqua,11628.0,-79.38942,42.41796,2208.0,730.0,gas development,active,Lakeshore,Medina
Chautauqua,10600.0,-79.32261,42.45674,2230.0,700.0,gas development,inactive,Lakeshore,Medina
Chautauqua,3713.0,-79.59374,42.01452,4208.0,1460.0,gas development,active,Lakeshore,Medina
Chautauqua,18864.0,-79.36124,42.38035,3262.0,1450.0,gas development,active,Lakeshore,Medina
Chautauqua,13065.0,-79.3663,42.42195,2362.0,775.0,gas development,active,Lakeshore,Medina
Chautauqua,8869.0,-79.33482,42.46414,2112.0,650.0,gas development,inactive,Lakeshore,Medina
Chautauqua,2223.0,-79.33347,42.06667,4480.0,1665.0,gas development,active,Lakeshore,Medina
Chautauqua,9977.0,-79.35203,42.46947,2070.0,620.0,gas development,active,Lakeshore,Medina
Chautauqua,22310.0,-79.2169,42.23975,4260.0,1930.0,gas development,active,Lakeshore,Medina
Chautauqua,9136.0,-79.16657,42.29309,4291.0,2114.0,gas wildcat,active,Lakeshore,Medina
Chautauqua,18091.0,-79.42462,42.05081,4285.0,14.0,gas development,active,Lakeshore,Medina
Chautauqua,17765.0,-79.34756,42.4137,2556.0,1050.1201923076924,gas development,active,Lakeshore,Medina
Chautauqua,13587.0,-79.3922,42.41067,2384.0,760.0,gas development,active,Lakeshore,Medina
Chautauqua,21031.0,-79.22536,42.41508,3308.0,1580.0,gas development,inactive,Lakeshore,Medina
Chautauqua,22931.0,-79.34572,42.46925,2069.0,630.0,gas development,active,Lakeshore,Medina
Chautauqua,31029.0,-79.46355,42.29897,3412.0,1485.0,gas development,active,Lakeshore,Medina
Chautauqua,9578.0,-79.544248,42.342682,2425.0,720.0,gas development,active,Lakeshore,Medina
Chautauqua,24936.0,-79.545078,42.339183,2475.0,735.0,gas development,active,Lakeshore,Medina
Chautauqua,20421.0,-79.55164,42.343239,2396.0,685.0,gas development,active,Lakeshore,Medina
Chautauqua,4828.0,-79.52343,42.31265,3085.0,1240.0,gas development,active,Lakeshore,Medina
Chautauqua,22163.0,-79.50755,42.36131,2449.0,740.0,gas development,active,Lakeshore,Medina
Chautauqua,20569.0,-79.45731,42.30735,3566.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,24595.0,-79.263133,42.368279,3365.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,21507.0,-79.38533,42.25223,3885.0,1750.0,gas development,active,Lakeshore,Medina
Chautauqua,11966.0,-79.41245,42.25547,3680.0,1559.0,gas development,inactive,Lakeshore,Medina
Chautauqua,12329.0,-79.39318,42.25164,3835.0,1527.7326203208556,gas development,active,Lakeshore,Medina
Chautauqua,8771.0,-79.39291,42.26334,3766.0,1724.0,gas development,active,Lakeshore,Onondaga
Chautauqua,16706.0,-79.3988,42.26741,3727.0,1484.2588235294118,gas development,active,Lakeshore,Medina
Chautauqua,28881.0,-79.39975,42.27509,3706.0,1653.0,gas development,shut in,Lakeshore,Medina
Chautauqua,10587.0,-79.41064,42.26476,3603.0,1535.0,gas development,active,Lakeshore,Medina
Chautauqua,18837.0,-79.42725,42.25353,3535.0,1426.0,gas development,active,Lakeshore,Medina
Chautauqua,3670.0,-79.3121,42.46322,2160.0,700.0,gas development,active,Lakeshore,Medina
Chautauqua,26459.0,-79.33559,42.04678,4375.0,1490.0,gas development,active,Lakeshore,Medina
Chautauqua,14811.0,-79.32154,42.44018,2300.0,775.0,gas development,active,Lakeshore,Medina
Chautauqua,29098.0,-79.279909,42.433397,2600.0,1060.0,gas development,active,Lakeshore,Medina
Chautauqua,16552.0,-79.32976,42.47036,2087.0,630.0,gas development,active,Lakeshore,Medina
Chautauqua,23951.0,-79.611379,42.302527,2569.0,775.0,gas development,active,Lakeshore,Medina
Chautauqua,8661.0,-79.2491,42.49757,2066.0,682.0,gas development,active,Lakeshore,Medina
Chautauqua,11297.0,-79.30942,42.47061,2146.0,680.0,gas development,active,Lakeshore,Medina
Chautauqua,8471.0,-79.567786,42.339972,2360.0,680.0,gas development,active,Lakeshore,Medina
Chautauqua,19865.0,-79.54826,42.335984,2500.0,740.0,gas development,active,Lakeshore,Medina
Chautauqua,19658.0,-79.614236,42.325156,2395.0,630.0,gas development,active,Lakeshore,Medina
Chautauqua,13242.0,-79.605546,42.332735,2354.0,625.0,gas development,active,Lakeshore,Medina
Chautauqua,10089.0,-79.32296,42.41762,2538.0,895.0,gas development,active,Lakeshore,Medina
Chautauqua,8135.0,-79.34827,42.47497,2050.0,605.0,gas development,inactive,Lakeshore,Medina
Chautauqua,12791.0,-79.608913,42.32947,2400.0,630.0,gas development,active,Lakeshore,Medina
Chautauqua,22038.0,-79.544983,42.325839,2550.0,830.0,gas development,active,Lakeshore,Medina
Chautauqua,23198.0,-79.48033,42.04705,4223.0,1481.0,gas development,active,Lakeshore,Medina
Chautauqua,6445.0,-79.45844,42.07492,4135.0,1464.0,gas development,active,Lakeshore,Medina
Chautauqua,2518.0,-79.26239,42.46384,2264.0,810.0,gas development,active,Lakeshore,Medina
Chautauqua,20986.0,-79.62599,42.00088,4245.0,1455.0,gas development,active,Lakeshore,Medina
Chautauqua,28942.0,-79.704234,42.262011,2699.0,810.0,gas development,active,Lakeshore,Medina
Chautauqua,9926.0,-79.651522,42.171645,3787.0,1513.2887323943662,gas development,active,Lakeshore,Medina
Chautauqua,4389.0,-79.656448,42.169032,3799.0,1506.5942028985507,gas development,active,Lakeshore,Medina
Chautauqua,7410.0,-79.632069,42.159218,3900.0,1600.0,gas development,active,Lakeshore,Medina
Chautauqua,9264.0,-79.64065,42.1593,3846.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,9741.0,-79.637126,42.163037,3827.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,11836.0,-79.641798,42.166221,3767.0,1537.0,gas development,active,Lakeshore,Medina
Chautauqua,19840.0,-79.35336,42.07945,4212.0,1395.0,gas development,active,Lakeshore,Medina
Chautauqua,2986.0,-79.72173,42.25242,2750.0,840.0,gas development,active,Lakeshore,Medina
Chautauqua,4006.0,-79.33378,42.07623,4370.0,1561.0,gas development,active,Lakeshore,Medina
Chautauqua,21985.0,-79.656776,42.306277,2415.0,628.0,gas development,active,Lakeshore,Medina
Chautauqua,18932.0,-79.6468,42.30493,2460.0,662.0,gas development,active,Lakeshore,Medina
Chautauqua,6468.0,-79.651304,42.308001,2415.0,635.0,gas development,active,Lakeshore,Medina
Chautauqua,11451.0,-79.62773,42.1825,3861.0,1523.7636363636364,gas development,active,Lakeshore,Medina
Chautauqua,7676.0,-79.64095,42.175411,3822.0,1523.8211920529802,gas development,active,Lakeshore,Medina
Chautauqua,4338.0,-79.6354,42.18671,3796.0,1487.5060240963855,gas development,active,Lakeshore,Medina
Chautauqua,5194.0,-79.63522,42.19369,3763.0,1580.0,gas development,active,Lakeshore,Medina
Chautauqua,9538.0,-79.62827,42.19735,3768.0,1481.0602409638554,gas development,active,Lakeshore,Medina
Chautauqua,29614.0,-79.311591,42.385627,2900.0,1228.074074074074,gas development,active,Lakeshore,Medina
Chautauqua,6783.0,-79.661403,42.30812,2390.0,603.0,gas development,active,Lakeshore,Medina
Chautauqua,12111.0,-79.71082,42.28707,2400.0,600.0,gas development,active,Lakeshore,Medina
Chautauqua,20945.0,-79.48805,42.21238,2629.0,1425.0,gas development,active,Lakeshore,Medina
Chautauqua,6512.0,-79.46871,42.19665,3740.0,1460.0,gas development,active,Lakeshore,Medina
Chautauqua,10362.0,-79.64095,42.20829,3739.0,1439.78125,gas development,active,Lakeshore,Medina
Chautauqua,24811.0,-79.634,42.18327,3820.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,5922.0,-79.35963,42.42228,2360.0,1012.2043010752687,gas development,active,Lakeshore,Medina
Chautauqua,11230.0,-79.13763,42.49166,2363.0,932.0,gas development,active,Lakeshore,Medina
Chautauqua,6106.0,-79.46893,42.20523,3615.0,1395.0,gas development,active,Lakeshore,Medina
Chautauqua,23209.0,-79.601555,42.209469,3600.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,6117.0,-79.47192,42.20098,3731.0,1460.0,gas development,active,Lakeshore,Medina
Chautauqua,15600.0,-79.54128,42.22652,3764.0,1620.0,gas development,active,Lakeshore,Medina
Chautauqua,29408.0,-79.49249,42.06084,4388.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,23460.0,-79.58569,42.27511,3310.0,1385.0,gas development,active,Lakeshore,Medina
Chautauqua,12352.0,-79.47512,42.19646,3717.0,1440.0,gas development,active,Lakeshore,Medina
Chautauqua,9807.0,-79.32465,42.42211,2430.0,848.0,gas development,active,Lakeshore,Medina
Chautauqua,14456.0,-79.52364,42.17565,3909.0,1561.842105263158,gas development,active,Lakeshore,Medina
Chautauqua,14223.0,-79.33876,42.47913,2099.0,621.0,gas development,active,Lakeshore,Medina
Chautauqua,22023.0,-79.4817,42.21441,3574.0,1355.0,gas development,active,Lakeshore,Medina
Chautauqua,12122.0,-79.25954,42.47134,2225.0,165.0,gas development,active,Lakeshore,Medina
Chautauqua,12895.0,-79.2609,42.47365,2212.0,1086.0617283950617,gas development,active,Lakeshore,Medina
Chautauqua,3822.0,-79.45393,42.18595,3626.0,1322.0,gas development,active,Lakeshore,Medina
Chautauqua,12221.0,-79.23975,42.35521,3600.0,1752.0,gas development,active,Lakeshore,Medina
Chautauqua,11219.0,-79.31413,42.037226,4398.0,1400.0,gas development,active,Lakeshore,Medina
Chautauqua,10415.0,-79.37706,42.04102,4524.0,1575.0,gas development,active,Lakeshore,Medina
Chautauqua,28029.0,-79.54888,42.24153,3559.0,1520.0,gas development,active,Lakeshore,Medina
Chautauqua,31195.0,-79.53955,42.2319,3660.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,23695.0,-79.53453,42.23452,3642.0,1540.0,gas development,active,Lakeshore,Medina
Chautauqua,27442.0,-79.53602,42.25088,3380.0,1340.0,gas development,active,Lakeshore,Medina
Chautauqua,2902.0,-79.26161,42.47748,2161.0,1075.0493827160494,gas development,active,Lakeshore,Medina
Chautauqua,21224.0,-79.2954,42.49181,2032.0,640.0,gas development,active,Lakeshore,Medina
Chautauqua,11678.0,-79.38966,42.07151,4224.0,1340.0,gas development,active,Lakeshore,Medina
Chautauqua,23890.0,-79.30383,42.03273,4317.0,1370.0,gas development,active,Lakeshore,Medina
Chautauqua,31568.0,-79.37054,42.0635,4524.0,1355.0,gas development,active,Lakeshore,Medina
Chautauqua,30016.0,-79.24815,42.45241,2587.0,977.0,gas development,active,Lakeshore,Medina
Chautauqua,8333.0,-79.32644,42.06301,4430.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,19011.0,-79.55796,42.31577,2614.0,850.0,gas development,active,Lakeshore,Medina
Chautauqua,4322.0,-79.34119,42.0738,4271.0,1445.0,gas development,active,Lakeshore,Medina
Chautauqua,3655.0,-79.32278,42.05802,4498.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,10626.0,-79.38752,42.03346,4535.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,16702.0,-79.12228,42.49139,2480.0,1030.0,gas development,active,Lakeshore,Medina
Chautauqua,5992.0,-79.35888,42.43233,2256.0,720.0,gas development,active,Lakeshore,Medina
Chautauqua,10016.0,-79.32135,42.04548,4518.0,1525.0,gas development,active,Lakeshore,Medina
Chautauqua,16795.0,-79.2933,42.33623,3345.0,1445.5243445692884,gas development,active,Lakeshore,Medina
Chautauqua,10489.0,-79.32103,42.42673,2393.0,820.0,gas development,active,Lakeshore,Medina
Chautauqua,4347.0,-79.35028,42.0727,4283.0,1505.0,gas development,active,Lakeshore,Medina
Chautauqua,28894.0,-79.117382,42.378783,3373.0,1415.0,gas development,active,Lakeshore,Medina
Chautauqua,19249.0,-79.62305,42.31129,2413.0,680.0,gas development,active,Lakeshore,Medina
Chautauqua,19407.0,-79.61773,42.31261,2435.0,683.0,gas development,active,Lakeshore,Medina
Chautauqua,19273.0,-79.6134,42.31581,2417.0,660.0,gas development,active,Lakeshore,Medina
Chautauqua,19267.0,-79.60717,42.31737,2423.0,675.0,gas development,active,Lakeshore,Medina
Chautauqua,19269.0,-79.60315,42.31977,2413.0,665.0,gas development,active,Lakeshore,Medina
Chautauqua,17530.0,-79.36989,42.03681,4493.0,1575.0,gas development,active,Lakeshore,Medina
Chautauqua,14364.0,-79.39031,42.03852,4385.0,1485.0,gas development,active,Lakeshore,Medina
Chautauqua,8408.0,-79.346669,42.07618,4255.0,1425.0,gas development,active,Lakeshore,Medina
Chautauqua,3690.0,-79.07414,42.04732,5220.0,1900.0,gas development,active,Lakeshore,Medina
Chautauqua,14567.0,-79.36673,42.325,3971.0,1314.0,gas development,active,Lakeshore,Medina
Cattaraugus,2801.0,-78.533242,42.046114,1880.0,2178.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2286.0,-78.511205,42.051245,1435.0,1701.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2213.0,-78.50986,42.04611,1815.0,2086.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,2168.0,-78.50971,42.04436,1860.0,2133.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,3202.0,-78.529123,42.046383,1550.0,1841.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2816.0,-78.610209,42.006869,1470.0,1705.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,4517.0,-78.613071,42.007905,1620.0,1875.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,3869.0,-78.640412,42.002928,1560.0,1732.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,2681.0,-78.58358,42.01076,1091.0,1902.6109510086455,oil development,active,Bradford,Bradford
Cattaraugus,2360.0,-78.58593,42.00867,1393.0,1902.6109510086455,oil development,active,Bradford,Bradford
Cattaraugus,3015.0,-78.61694,42.01083,1740.0,1955.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,6020.0,-78.650706,42.005452,1930.0,2118.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,6020.0,-78.651385,42.006785,2000.0,2230.0,oil development,active,Bradford,"Chipmunk, Bradford 1st,2nd,3rd"
Cattaraugus,2784.0,-78.51492,42.04977,1370.0,1637.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2891.0,-78.512853,42.049569,1420.0,1688.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2369.0,-78.514193,42.048932,1400.0,1669.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2408.0,-78.511579,42.049019,1540.0,1805.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2738.0,-78.514196,42.047834,1450.0,1716.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2269.0,-78.511582,42.047921,1590.0,1857.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2739.0,-78.512859,42.047374,1560.0,1828.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2227.0,-78.511585,42.046823,1660.0,1931.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2681.0,-78.515681,42.045079,1580.0,1851.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2265.0,-78.511587,42.045726,1660.0,1955.0,oil development,active,Four Mile,Bradford & Chipmunk
Cattaraugus,2252.0,-78.5166,42.04737,1410.0,1678.0,oil development,active,Four Mile,Bradford & Chipmunk
